1775456758.369289751 rtt_ms=1.933 rttvar_ms=0.334 cwnd=433 bytes_sent=48826560 bytes_received=37 unacked=1 delivery_rate_bps=756343640 retrans= conn="ESTAB 0      3408592 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.396510093 rtt_ms=1.883 rttvar_ms=0.188 cwnd=433 bytes_sent=50216640 bytes_received=37 unacked=1 delivery_rate_bps=831139008 retrans= conn="ESTAB 0      3321712 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.423575017 rtt_ms=1.993 rttvar_ms=1.107 cwnd=433 bytes_sent=51053288 bytes_received=37 unacked=0 delivery_rate_bps=459267048 retrans= conn="ESTAB 0      2483616 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.449820798 rtt_ms=1.993 rttvar_ms=1.107 cwnd=433 bytes_sent=51053288 bytes_received=37 unacked=0 delivery_rate_bps=459267048 retrans= conn="ESTAB 0      2483616 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.476229192 rtt_ms=2.8 rttvar_ms=0.72 cwnd=433 bytes_sent=52298864 bytes_received=37 unacked=204 delivery_rate_bps=472514976 retrans= conn="ESTAB 0      2836632 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.504259070 rtt_ms=2.231 rttvar_ms=0.209 cwnd=433 bytes_sent=55199208 bytes_received=37 unacked=1 delivery_rate_bps=940030160 retrans= conn="ESTAB 0      3551944 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.536096685 rtt_ms=1.764 rttvar_ms=0.472 cwnd=433 bytes_sent=56955632 bytes_received=37 unacked=114 delivery_rate_bps=777894840 retrans= conn="ESTAB 0      3262344 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.565194805 rtt_ms=3.095 rttvar_ms=1.348 cwnd=433 bytes_sent=58364040 bytes_received=37 unacked=0 delivery_rate_bps=484911624 retrans= conn="ESTAB 0      2992064 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.595372882 rtt_ms=3.095 rttvar_ms=1.348 cwnd=433 bytes_sent=58364040 bytes_received=37 unacked=0 delivery_rate_bps=484911624 retrans= conn="ESTAB 0      2992064 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.624335891 rtt_ms=3.095 rttvar_ms=1.348 cwnd=433 bytes_sent=58364040 bytes_received=37 unacked=0 delivery_rate_bps=484911624 retrans= conn="ESTAB 0      2992064 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.654140715 rtt_ms=2.018 rttvar_ms=0.159 cwnd=433 bytes_sent=61885448 bytes_received=37 unacked=2 delivery_rate_bps=532808880 retrans= conn="ESTAB 0      3382528 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.686227574 rtt_ms=2.102 rttvar_ms=0.118 cwnd=433 bytes_sent=63643736 bytes_received=37 unacked=1 delivery_rate_bps=957696200 retrans= conn="ESTAB 0      2926408 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.717622878 rtt_ms=3.637 rttvar_ms=1.048 cwnd=433 bytes_sent=64698952 bytes_received=37 unacked=0 delivery_rate_bps=551833560 retrans= conn="ESTAB 0      3173152 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.743018760 rtt_ms=3.637 rttvar_ms=1.048 cwnd=433 bytes_sent=64698952 bytes_received=37 unacked=0 delivery_rate_bps=551833560 retrans= conn="ESTAB 0      3173152 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.768405154 rtt_ms=3.637 rttvar_ms=1.048 cwnd=433 bytes_sent=64698952 bytes_received=37 unacked=0 delivery_rate_bps=551833560 retrans= conn="ESTAB 0      3173152 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.796775821 rtt_ms=2.875 rttvar_ms=0.211 cwnd=433 bytes_sent=68197904 bytes_received=37 unacked=138 delivery_rate_bps=951053248 retrans= conn="ESTAB 0      2480424 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.827528563 rtt_ms=1.626 rttvar_ms=0.553 cwnd=433 bytes_sent=69977496 bytes_received=37 unacked=207 delivery_rate_bps=582435752 retrans= conn="ESTAB 0      3407144 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.857567525 rtt_ms=1.95 rttvar_ms=0.306 cwnd=433 bytes_sent=71383504 bytes_received=37 unacked=2 delivery_rate_bps=1079701736 retrans= conn="ESTAB 0      3007496 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.882913999 rtt_ms=2.233 rttvar_ms=0.943 cwnd=433 bytes_sent=71735120 bytes_received=37 unacked=0 delivery_rate_bps=557111864 retrans= conn="ESTAB 0      2652984 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
